ID,"К-во известных юрлиц, шт","К-во филиалов, шт","Товарный ассортимент, шт","К-во групп покупаемых товаров, шт","К-во специализаций покупаемых товаров, шт","Кол-во типов покупаемых товаров, шт","Сумма покупок за все время, руб","Общее к-во покупок за все время, шт",К-во дней сотрудничества,К-во дней с последней покупки,Ранг популярности групп товаров,Ранг популярности спец товаров,Ранг популярности типов товаров,"Средняя стоимость товара, руб",Дней взаимодействия в месяц
2385,1,1,3,1,1,1,66704.88,76.0,1463,57,4.0,4.0,54.0,877.6957894736843,1.0
2386,1,1,4,1,1,2,15869.34,22.0,228,1534,4.0,4.0,49.8,721.3336363636364,1.0
2387,1,1,8,1,2,1,38817.1,44.0,984,854,4.0,3.8636363636363638,54.0,882.2068181818181,1.0
2389,1,1,127,3,4,10,542105.97,2552.0,1903,4,3.5316973415132926,4.0940695296523515,56.49284253578732,212.42396943573667,2.798611111111111
2390,1,1,8,1,1,1,10419.44,24.0,1,358,3.0,6.0,62.0,434.1433333333334,1.0
2391,1,1,1,1,1,1,2509.41,3.0,1,1786,3.0,6.0,62.0,836.4699999999999,1.0
2392,1,1,359,3,9,29,6496216.49,74044.0,1906,1,3.81243854473943,3.283923303834808,49.257128810226156,87.7345428393928,5.515277777777778
2393,1,1,135,3,8,29,11518147.39,126204.0,1897,1,3.9956505295007565,3.1378593040847202,47.39447806354009,91.26610400621217,5.777777777777778
2394,1,1,2,1,1,1,22524.14,50.0,113,1253,4.0,4.0,54.0,450.4828,1.0
2395,1,1,18,1,1,7,258366.73,798.0,806,71,4.0,4.0,45.93023255813954,323.7678320802005,1.1
2396,1,1,8,1,1,6,190125.11,616.0,388,9,4.0,4.0,48.6,308.64465909090904,1.0
2398,1,1,3,1,1,1,2768.83,3.0,24,1619,3.0,6.0,62.0,922.9433333333333,2.0
2399,1,1,34,3,7,11,224754.38999999998,262.0,510,1383,3.6885245901639343,3.918032786885246,44.42622950819672,857.8411832061068,1.6875
2400,1,1,27,2,4,8,164196.26,528.0,1285,64,3.5,4.809523809523809,55.785714285714285,310.97776515151514,1.648148148148148
2401,1,1,116,3,7,15,6769431.99,32973.0,1664,17,3.936185641769398,3.5808556925308195,48.9492385786802,205.30227731780548,3.6
2402,1,1,3,1,1,3,8165.099999999999,25.0,1,1192,4.0,4.0,40.0,326.604,1.0
2403,1,1,5,1,1,4,24542.06,90.0,116,1775,4.0,4.0,55.9375,272.68955555555556,1.0
2404,1,1,5,1,1,5,8285.05,19.0,57,1809,4.0,4.0,51.25,436.0552631578947,1.0
2405,1,2,16,2,2,6,713320.74,2457.0,411,1466,3.789473684210526,4.421052631578948,51.21052631578947,290.3218315018315,1.0
2406,1,1,11,1,2,4,1405312.57,3755.0,1300,396,4.0,3.6825396825396823,46.38095238095238,374.251017310253,1.0
2407,1,1,10,2,3,5,618115.37,1235.0,327,1480,3.966666666666667,3.533333333333333,49.733333333333334,500.4982753036437,1.0
2408,1,1,5,1,1,4,35062.81,108.0,774,1120,4.0,4.0,55.27272727272727,324.65564814814815,1.0
2409,1,1,2,2,2,2,301354.96,7.0,20,1425,3.6666666666666665,3.6666666666666665,47.0,43050.70857142857,1.0
2410,1,1,27,2,4,8,505621.72000000003,1204.0,1170,736,3.9902439024390244,3.6878048780487807,45.57073170731707,419.9515946843854,1.9861111111111114
2411,1,1,7,1,3,2,211762.36,120.0,8,343,4.0,1.75,56.25,1764.6863333333333,2.0
2412,1,1,7,2,3,3,23809.68,57.0,218,1656,3.6363636363636362,4.181818181818182,57.09090909090909,417.7136842105263,1.0
2413,1,1,3,1,1,1,163418.04,230.0,1272,626,4.0,4.0,54.0,710.5132173913044,1.0
2414,1,1,3,1,1,2,150819.3,450.0,93,1676,4.0,4.0,38.285714285714285,335.154,1.0
2415,1,1,1,1,1,1,1022.27,1.0,1,1540,3.0,6.0,62.0,1022.27,1.0
2416,1,1,1,1,1,1,163298.16,222.0,443,1218,4.0,4.0,54.0,735.5772972972973,1.0
2417,1,1,5,1,1,5,24389.84,47.0,35,1865,4.0,4.0,46.3,518.9327659574468,1.0
2418,1,1,1,1,1,1,896.97,3.0,1,1001,4.0,4.0,59.0,298.99,1.0
2419,1,1,3,1,1,3,34961.4,69.0,29,316,4.0,4.0,44.0,506.68695652173915,1.0
2420,1,1,5,1,1,1,2354.35,9.0,1,1641,3.0,6.0,62.0,261.59444444444443,1.0
2421,1,1,2,1,1,1,116925.36,192.0,134,1660,4.0,4.0,54.0,608.98625,1.0
2422,1,1,5,2,3,3,152503.55,55.0,704,228,3.7777777777777777,2.6666666666666665,57.333333333333336,2772.791818181818,1.25
2423,1,1,2,1,1,1,15406.92,24.0,1,1556,4.0,4.0,54.0,641.955,1.0
2424,1,1,12,1,1,7,92052.21,277.0,1601,200,4.0,4.0,52.58620689655172,332.31844765342964,1.05
2425,1,1,16,2,3,8,100495.23,3888.0,747,1130,3.888888888888889,2.4285714285714284,47.80952380952381,25.847538580246912,1.759259259259259
2426,1,1,4,1,1,2,5951.3,18.0,129,393,4.0,4.0,38.90909090909091,330.6277777777778,1.3333333333333333
2427,1,1,37,3,4,9,490601.65,1180.0,1806,60,3.849246231155779,4.0,48.38693467336683,415.7641101694916,1.0
2429,1,1,6,2,2,2,4551755.04,7781.0,1370,11,3.5251798561151078,3.287769784172662,53.76258992805755,584.9832977766354,1.284722222222222
2430,1,1,30,1,1,7,332722.81,1218.0,1565,98,4.0,4.0,48.33519553072626,273.1714367816092,1.1583333333333334
2431,1,1,1,1,1,1,570000.0,7.0,1,675,3.0,3.0,33.0,81428.57142857143,1.0
2432,1,1,4,1,1,4,34931.46,67.0,1,382,4.0,4.0,44.0,521.3650746268656,1.0
2433,1,1,1,1,1,1,194011.8,440.0,455,176,4.0,4.0,36.5,440.9359090909091,1.0
2434,1,1,1,1,1,1,5616.0,8.0,1,1572,4.0,4.0,54.0,702.0,1.0
2435,1,1,4,1,1,4,14853.51,87.0,399,829,4.0,4.0,51.285714285714285,170.73,1.0
2436,1,1,4,1,1,4,54161.5,240.0,290,1463,4.0,4.0,41.416666666666664,225.67291666666668,1.0
2437,1,1,6,1,1,5,9856.72,36.0,1,1694,4.0,4.0,41.55555555555556,273.79777777777775,1.0
2438,1,1,2,1,1,1,94005.59999999999,390.0,225,120,4.0,4.0,61.0,241.03999999999996,1.0
2439,1,1,11,2,2,7,142145.05,444.0,633,518,3.88,4.24,54.8,320.146509009009,1.1111111111111112
2440,1,1,4,1,1,3,87442.56,228.0,1,3,4.0,4.0,48.0,383.52,1.0
2441,1,1,8,1,1,7,79618.46,213.0,367,791,4.0,4.0,49.78688524590164,373.7955868544601,1.0
2442,1,1,13,2,2,3,60650.939999999995,44.0,1,850,3.6923076923076925,3.230769230769231,58.69230769230769,1378.4304545454545,1.0
2443,1,1,1,1,1,1,2443.44,15.0,639,196,4.0,4.0,61.0,162.89600000000002,1.0
2444,1,1,3,1,1,1,65650.0,80.0,274,44,4.0,4.0,54.0,820.625,1.6666666666666667
2445,1,1,19,2,4,9,281366.41,902.0,1341,550,3.9908256880733943,3.614678899082569,46.293577981651374,311.93615299334806,1.0714285714285714
2446,1,1,11,1,2,2,77691.09,71.0,1,1502,4.0,2.1818181818181817,60.09090909090909,1094.2407042253521,1.0
2447,1,1,6,1,1,6,54915.42,200.0,1,808,4.0,4.0,47.0,274.5771,1.0
2448,1,1,11,1,1,6,164034.14,482.0,1047,246,4.0,4.0,48.1764705882353,340.31979253112036,1.0
2449,1,1,1,1,1,1,342.17,1.0,1,899,4.0,4.0,59.0,342.17,1.0
2450,1,1,50,3,4,11,238408.43,1125.0,541,1365,3.653409090909091,4.193181818181818,50.67045454545455,211.91860444444444,1.4090909090909092
2451,1,1,3,1,1,3,2722.25,7.0,1,319,4.0,4.0,46.5,388.89285714285717,1.0
2452,1,1,4,1,1,4,18679.8,110.0,1,1661,4.0,4.0,42.333333333333336,169.81636363636363,1.0
2453,1,1,16,1,1,7,717658.73,2047.0,399,29,4.0,4.0,48.083333333333336,350.590488519785,1.0
2454,1,1,56,2,2,5,126208.56,676.0,441,1150,3.220779220779221,5.558441558441558,57.298701298701296,186.69905325443787,1.1
2455,1,1,11,2,4,11,356984.92,298.0,8,1813,3.7142857142857144,3.7142857142857144,41.142857142857146,1197.9359731543623,2.0
2456,1,1,1,1,1,1,131282.52,198.0,437,170,4.0,4.0,54.0,663.0430303030303,1.0
2457,1,1,13,2,4,7,2117980.21,4679.0,1153,725,3.8488372093023258,4.1395348837209305,52.66279069767442,452.65659542637314,1.0555555555555556
2458,1,1,16,3,4,6,319674.6,1006.0,1033,791,3.870967741935484,3.032258064516129,47.41935483870968,317.7679920477137,1.0714285714285714
2459,1,1,1,1,1,1,1346.4,120.0,1,1379,4.0,2.0,54.0,11.22,1.0
2460,1,1,1,1,1,1,744.68,4.0,1,641,3.0,6.0,62.0,186.17,1.0
2461,1,1,1,1,1,1,666.1,1.0,1,1288,3.0,6.0,62.0,666.1,1.0
2462,1,1,8,1,1,6,92176.99,560.0,242,1646,4.0,4.0,46.6,164.60176785714287,1.0
2463,1,1,27,2,2,6,17906.24,120.0,241,1645,3.210526315789474,5.578947368421052,58.18421052631579,149.21866666666668,2.0
2464,1,1,8,1,1,4,317341.3,1160.0,1355,484,4.0,4.0,38.20634920634921,273.5700862068965,1.3333333333333333
2465,1,1,6,2,2,5,40232.86,138.0,219,1556,3.6,3.4,55.7,291.54246376811597,1.5
2466,1,1,14,2,5,13,512300.33,105.0,1,1676,3.588235294117647,3.9411764705882355,42.411764705882355,4879.050761904762,1.0
2467,1,1,4,2,2,3,175288.6,561.0,1695,161,3.96,4.08,42.92,312.45739750445637,1.1111111111111112
2468,1,1,31,1,2,10,3741506.83,10027.0,119,93,4.0,3.6333333333333333,49.9,373.14319636980156,2.5
2469,1,1,8,1,1,1,14824.08,20.0,104,493,4.0,4.0,54.0,741.204,1.0
2470,1,1,85,2,5,9,3082226.02,7353.0,1331,106,3.760869565217391,3.8405797101449277,54.56159420289855,419.1793852849177,1.6041666666666667
2471,1,1,1,1,1,1,3645.48,4.0,116,1383,4.0,4.0,54.0,911.37,1.0
2472,1,1,6,1,1,6,14151.92,81.0,46,1723,4.0,4.0,49.166666666666664,174.71506172839506,1.0
2474,1,1,13,2,2,9,380274.31,1278.0,995,907,3.9952830188679247,4.009433962264151,45.886792452830186,297.5542331768388,1.388888888888889
2475,1,1,82,3,3,11,456016.94,1638.0,1867,28,3.7588235294117647,3.933333333333333,50.166666666666664,278.3986202686203,1.7055555555555555
2476,1,1,10,2,2,2,3864.2200000000003,10.0,1,329,2.5,3.5,57.5,386.422,1.0
2477,1,1,5,1,2,3,18213.32,17.0,184,31,4.0,2.727272727272727,49.18181818181818,1071.3717647058822,1.0
2478,1,1,10,2,2,2,6526.62,11.0,1,1381,2.3,2.5,55.7,593.329090909091,1.0
2479,1,1,5,1,1,1,1721644.66,1932.0,1508,373,4.0,4.0,54.0,891.1204244306418,1.1097222222222223
2480,1,1,1,1,1,1,11431.74,1.0,1,1655,3.0,6.0,62.0,11431.74,1.0
2481,1,1,8,1,1,1,7627.13,60.0,1,1137,3.0,6.0,62.0,127.11883333333334,1.0
2482,1,2,29,3,3,9,1215512.5,3094.0,407,9,3.9671772428884027,3.973741794310722,48.52297592997812,392.86118293471236,4.583333333333333
2483,1,1,15,2,2,2,25633.18,121.0,1433,434,3.1785714285714284,5.642857142857143,61.464285714285715,211.84446280991736,1.0714285714285714
2484,1,1,25,3,4,5,374763.55,395.0,362,73,3.0275229357798166,3.55045871559633,57.788990825688074,948.7684810126582,2.1875
2485,1,1,11,1,1,5,38305.7,116.0,473,105,4.0,4.0,51.70909090909091,330.2215517241379,1.8888888888888888
2486,1,1,25,3,4,8,741038.63,1383.0,1331,513,3.7936507936507935,3.5396825396825395,53.95238095238095,535.8196890817064,1.0416666666666667
2487,1,1,1,1,1,1,63792.0,36.0,1,235,4.0,2.0,60.0,1772.0,1.0
2488,1,1,7,2,2,6,35110.909999999996,274.0,274,1624,3.8,4.4,52.93333333333333,128.14200729927006,1.0
2489,1,1,4,1,1,3,11724.4,32.0,44,521,4.0,4.0,39.6,366.3875,1.5
2490,1,1,16,2,2,6,62325.58,431.0,286,1613,3.6666666666666665,4.666666666666667,52.142857142857146,144.60691415313227,1.0
2491,1,1,1,1,1,1,49248.0,72.0,1,106,4.0,4.0,54.0,684.0,1.0
2492,1,1,71,1,2,19,236782.09,9836.0,711,875,4.0,2.0823529411764707,48.81470588235294,24.073006303375355,1.3333333333333333
2493,1,1,4,1,1,1,6901.8,8.0,1,568,4.0,4.0,54.0,862.725,1.0
2494,1,1,92,3,6,13,35078014.49,150417.0,1899,1,3.9010270774976656,3.9635854341736696,47.18300653594771,233.20511970056577,3.227777777777778
2495,1,1,1,1,1,1,77104.8,360.0,1,528,4.0,4.0,61.0,214.18,1.0
2496,1,1,15,2,2,8,433843.62,1381.0,803,186,3.9724770642201834,4.027522935779817,42.04587155963303,314.1517885590152,1.25
2497,1,1,4,1,1,2,9853.26,30.0,1,437,4.0,4.0,33.875,328.442,1.0
2498,1,1,1,1,1,1,47329.5,300.0,1329,564,4.0,4.0,61.0,157.765,1.0
2499,1,1,9,2,2,7,34926.659999999996,144.0,470,3,3.945945945945946,4.108108108108108,50.891891891891895,242.54625,1.0
2500,1,1,3,1,1,1,2214.26,6.0,1,857,3.0,6.0,62.0,369.04333333333335,1.0
2501,1,1,14,1,1,6,123105.31,582.0,1615,38,4.0,4.0,43.955555555555556,211.52115120274914,1.0
2503,1,1,2,1,1,1,1991498.1199999999,3958.0,1360,246,4.0,4.0,36.5,503.1576856998484,1.0555555555555556
2504,1,1,4,1,1,4,8627.19,18.0,1,689,4.0,4.0,48.166666666666664,479.28833333333336,1.0
2505,1,1,10,2,3,10,315982.71,135.0,23,1785,3.769230769230769,3.6153846153846154,42.23076923076923,2340.612666666667,1.0
2506,1,1,6,1,1,3,6570.73,30.0,611,1263,4.0,4.0,43.6,219.02433333333332,1.0
2507,1,1,2,1,1,1,5190.28,8.0,1,351,4.0,4.0,54.0,648.785,1.0
2508,1,1,4,1,1,1,1566.93,5.0,127,543,3.0,6.0,62.0,313.386,1.0
2509,1,1,12,2,2,5,57496.11,195.0,473,1394,3.8095238095238093,4.380952380952381,57.095238095238095,294.85184615384617,1.0
2511,1,1,58,2,3,21,907568.53,8355.0,1076,38,3.991253644314869,3.061224489795918,48.02623906705539,108.62579652902454,1.0833333333333333
2512,1,1,12,1,4,5,339008.59,13.0,2,1865,3.0,5.0,50.25,26077.583846153848,2.0
2513,1,1,3,1,1,1,1190.04,3.0,1,1348,3.0,6.0,62.0,396.68,1.0
2514,1,1,5,1,1,5,51981.38,143.0,34,1865,4.0,4.0,45.25,363.50615384615384,1.0
2515,1,1,2,1,1,2,5281.0599999999995,34.0,1,492,4.0,4.0,58.5,155.32529411764705,1.0
2516,1,1,6,1,1,6,12620.55,44.0,1,99,4.0,4.0,47.0,286.8306818181818,1.0
2517,1,1,42,3,6,14,3834395.83,11011.0,1898,0,3.989804587935429,3.961767204757859,45.58198810535259,348.23320588502406,1.9194444444444445
2518,1,1,4,1,2,4,126326.04,304.0,19,763,4.0,3.25,39.625,415.5461842105263,2.0
2519,1,1,5,1,1,4,4178.7,18.0,1,1452,4.0,4.0,40.625,232.14999999999998,1.0
2520,1,1,11,2,2,2,6098.02,11.0,1,1079,2.5454545454545454,3.727272727272727,57.90909090909091,554.3654545454546,1.0
2521,1,1,2,1,1,1,390.9,2.0,1,1638,3.0,6.0,62.0,195.45,1.0
2522,1,1,3,1,1,2,8046.0,65.0,880,277,4.0,4.0,57.666666666666664,123.78461538461538,1.0
2523,1,1,1,1,1,1,86995.2,2640.0,324,805,4.0,2.0,54.0,32.95272727272727,1.0
2524,1,1,7,1,1,1,39586.5,42.0,1,28,4.0,4.0,54.0,942.5357142857143,1.0
2525,1,1,5,1,1,5,82399.03,438.0,17,1688,4.0,4.0,45.25,188.12563926940638,1.0
2526,1,1,5,2,2,2,4613.23,5.0,1,123,2.2,2.0,54.8,922.646,1.0
2527,1,2,6,1,2,3,163625.01,338.0,229,21,4.0,3.76,40.48,484.0976627218935,1.3333333333333333
2528,1,1,16,2,3,10,47764.86,1020.0,840,960,3.972972972972973,2.4324324324324325,51.83783783783784,46.82829411764706,1.0
2529,1,1,13,2,2,8,764727.0,2597.0,673,1110,3.8979591836734695,4.204081632653061,51.183673469387756,294.4655371582595,1.0
2530,1,1,1,1,1,1,4013.6,1.0,1,1226,3.0,6.0,62.0,4013.6,1.0
2531,1,1,3,2,2,2,3120.2499999999995,7.0,1,1858,2.6666666666666665,4.333333333333333,59.0,445.74999999999994,1.0
2532,1,1,13,2,2,2,13188.509999999998,15.0,656,500,2.6923076923076925,4.461538461538462,59.23076923076923,879.2339999999999,1.0
2533,1,1,5,2,3,4,19885.8,185.0,15,1775,3.7777777777777777,3.3333333333333335,47.666666666666664,107.49081081081081,2.0
2534,1,1,2,2,2,2,39250.5,151.0,604,769,3.5,5.0,61.5,259.9370860927152,1.0
2535,1,1,6,1,1,5,33753.58,227.0,538,1220,4.0,4.0,49.40909090909091,148.69418502202643,1.0
2536,1,1,3,1,1,2,253377.7,350.0,987,913,4.0,4.0,52.78947368421053,723.9362857142858,1.0
2537,1,1,1,1,1,1,107961.0,420.0,181,31,4.0,4.0,61.0,257.05,1.8333333333333333
2538,1,1,1,1,1,1,3152.0,50.0,1,1376,4.0,4.0,56.0,63.04,1.0
2539,1,1,1,1,1,1,815.65,5.0,1,1129,3.0,6.0,62.0,163.13,1.0
2540,1,1,4,1,1,4,21432.52,99.0,1,1841,4.0,4.0,56.8,216.49010101010103,1.0
2541,1,1,219,3,8,18,277664063.92,1178275.0,1899,7,3.9771602989159036,3.812440795705715,48.74150089464267,235.65302151025867,9.263888888888888
2542,1,2,21,1,3,10,528315.95,4649.0,1595,304,4.0,3.2280701754385963,48.526315789473685,113.64077220907721,1.1875
2543,1,1,14,1,3,5,6098652.29,5859.0,1204,239,4.0,1.4352941176470588,53.00588235294118,1040.9032753029528,1.0694444444444444
2544,1,1,1,1,1,1,20078.54,2.0,1,1389,3.0,6.0,62.0,10039.27,1.0
2545,1,1,29,2,3,10,16913701.44,68198.0,350,1115,3.9844961240310077,3.891472868217054,54.58914728682171,248.00876037420454,2.0
2546,1,1,5,1,1,3,100610.4,404.0,598,1253,4.0,4.0,39.64705882352941,249.03564356435643,1.0
2547,1,1,8,1,2,2,24437.86,62.0,1,1579,3.0,5.5,55.0,394.15903225806454,1.0
2548,1,2,4,2,2,2,34594.9,90.0,40,283,3.4,5.2,51.8,384.3877777777778,1.0
2549,1,1,8,2,2,6,181204.32,1061.0,81,1800,3.9655172413793105,4.068965517241379,43.6551724137931,170.78635249764375,1.6666666666666667
2550,1,1,1,1,1,1,3116.0,2.0,1,1880,4.0,2.0,60.0,1558.0,1.0
2551,1,1,11,3,3,7,178320.71,1161.0,1857,17,3.8529411764705883,3.8823529411764706,52.38235294117647,153.59234280792418,1.0714285714285714
2552,1,1,9,1,1,8,42456.02,153.0,8,905,4.0,4.0,47.916666666666664,277.4903267973856,1.0
2554,1,1,30,2,2,3,31900.95,114.0,1398,305,3.088888888888889,5.822222222222222,61.53333333333333,279.8328947368421,1.65
2555,1,1,18,1,1,7,3115691.68,17573.0,1807,99,4.0,4.0,43.72857142857143,177.29993057531442,1.1818181818181819
2556,1,1,3,1,1,3,3270.52,22.0,16,191,4.0,4.0,55.6,148.66,3.0
2557,1,1,4,1,1,4,21418.73,77.0,1,1318,4.0,4.0,49.333333333333336,278.16532467532465,1.0
2558,1,1,21,1,1,6,2718934.29,8402.0,1700,52,4.0,4.0,40.143478260869564,323.60560461794813,1.4222222222222223
2559,1,1,31,2,3,8,10109719.77,87263.0,1898,3,3.9842767295597485,3.9685534591194966,54.009433962264154,115.85345186390566,1.4930555555555556
2560,1,1,42,3,3,9,278120.25,1195.0,1841,65,3.8493723849372383,4.154811715481172,49.12133891213389,232.73661087866108,1.2575757575757576
2561,1,1,6,1,1,6,14837.15,59.0,1,1798,4.0,4.0,47.0,251.4771186440678,1.0
2563,1,1,5,1,1,5,151530.78,568.0,190,1436,4.0,4.0,39.733333333333334,266.77954225352113,1.0
2564,1,1,10,2,3,5,183207.11,909.0,1705,155,3.590909090909091,4.7727272727272725,56.81818181818182,201.54797579757974,1.0
2565,1,1,14,2,3,10,58956.12,624.0,538,1346,3.9661016949152543,3.864406779661017,48.20338983050848,94.48096153846154,1.0
2566,1,1,25,2,2,2,29736.27,116.0,343,1514,2.903225806451613,5.516129032258065,61.12903225806452,256.3471551724138,1.25
2567,1,1,1,1,1,1,1692.0,25.0,1,1541,4.0,4.0,56.0,67.68,1.0
2568,1,1,6,1,1,6,4112.99,19.0,1,1898,4.0,4.0,47.0,216.47315789473683,1.0
2569,1,1,77,3,5,19,402380.29,6839.0,1536,364,3.8501362397820165,2.9427792915531334,51.059945504087196,58.83612955110396,1.9097222222222223
2570,1,1,1,1,1,1,108.9,2.0,1,71,3.0,6.0,62.0,54.45,1.0
2571,1,1,55,3,4,15,1411291.55,4791.0,1893,2,3.938650306748466,3.9217791411042944,49.99233128834356,294.5713942809434,1.7041666666666666
2572,1,1,4,1,1,4,9504.34,28.0,1,1803,4.0,4.0,50.166666666666664,339.4407142857143,1.0
2573,1,1,8,1,1,6,56928.83,184.0,1030,786,4.0,4.0,48.875,309.3958152173913,1.0
2574,1,1,12,1,1,7,187199.22,471.0,1204,80,4.0,4.0,50.90243902439025,397.45057324840764,1.0
2575,1,1,143,3,6,13,2232152.75,10480.0,1890,18,3.7463524130190797,4.298540965207632,52.138047138047135,212.99167461832062,3.869444444444445
2576,1,1,5,1,1,4,391869.55,1540.0,597,1241,4.0,4.0,56.70422535211268,254.46074675324675,1.0
2577,1,1,1,1,1,1,1347.35,1.0,1,1897,3.0,6.0,62.0,1347.35,1.0
2578,1,1,3,1,1,2,3082.86,15.0,113,170,4.0,4.0,60.0,205.524,1.0
2580,1,1,63,3,4,8,218045.39,537.0,1838,29,2.906779661016949,4.567796610169491,58.5,406.0435567970205,1.0606060606060606
2581,1,1,5,1,1,1,3748.8599999999997,5.0,590,29,2.0,1.0,53.0,749.7719999999999,1.0
2582,1,1,22,1,2,15,102316.95,2648.0,1779,66,4.0,2.7017543859649122,47.36842105263158,38.63933157099698,1.0476190476190477
2584,1,1,2,1,1,2,8395.75,75.0,52,1598,4.0,4.0,59.333333333333336,111.94333333333333,1.0
2585,1,1,9,1,1,7,196688.87,1299.0,1480,400,4.0,4.0,39.84158415841584,151.41560431100845,1.1818181818181819
2586,1,1,26,2,3,10,237461.4,1719.0,1800,98,3.963917525773196,3.9278350515463916,49.76288659793814,138.1392670157068,1.3194444444444444
2587,1,1,9,1,1,5,45726.69,171.0,388,1045,4.0,4.0,44.575,267.40754385964914,1.0
2588,1,1,278,2,3,3,2241666.49,5110.0,1802,100,2.711302211302211,4.522113022113022,58.92014742014742,438.6822876712329,1.6500000000000001
2589,1,2,42,2,3,5,299706.48,406.0,299,32,3.2666666666666666,5.333333333333333,54.516666666666666,738.1933004926108,1.8
2590,1,1,3,2,2,2,10889.76,18.0,1310,16,3.8,4.4,55.6,604.9866666666667,1.0
2591,1,1,43,3,3,9,1255051.9,3062.0,1890,16,3.8972602739726026,4.061643835616438,51.58904109589041,409.8797844546048,1.5180555555555555
2592,1,1,8,1,1,6,333632.3,1119.0,806,235,4.0,4.0,49.53846153846154,298.1521894548704,1.0
2594,1,1,2,1,1,2,118396.6,785.0,1,1593,4.0,4.0,42.333333333333336,150.82369426751592,1.0
2595,1,1,16,3,4,8,1358715.1199999999,5995.0,1800,37,3.9051724137931036,4.060344827586207,45.36206896551724,226.64138782318597,1.3181818181818181
2596,1,1,23,1,3,7,7085082.56,26298.0,1870,30,4.0,3.8075949367088606,43.688607594936705,269.41526199711,1.8805555555555555
2597,1,1,70,1,3,19,556535.43,10534.0,1306,343,4.0,2.52,49.71090909090909,52.832298272261255,1.053030303030303
2598,1,1,6,1,1,1,4162.31,6.0,91,78,3.0,6.0,62.0,693.7183333333334,1.0
2599,1,1,1,1,1,1,5287.97,32.0,843,862,4.0,4.0,61.0,165.2490625,1.3333333333333333
2600,1,1,18,1,3,4,4060017.77,6446.0,1868,18,4.0,3.875409836065574,53.08524590163935,629.8507244802979,1.3597222222222223
2602,1,1,8,2,2,2,24449.67,16.0,946,32,2.076923076923077,1.3846153846153846,53.69230769230769,1528.104375,1.0
2603,1,1,5,1,1,4,24834.5,165.0,179,1659,4.0,4.0,53.125,150.5121212121212,1.0
2604,1,1,1,1,1,1,873600.0,1896.0,574,1304,4.0,4.0,36.5,460.75949367088606,1.0
2605,1,1,27,1,2,6,1686144.65,3758.0,1875,30,4.0,3.8386411889596603,52.01273885350319,448.68138637573173,1.9583333333333333
2606,1,1,4,1,1,1,37929.0,60.0,1,1857,4.0,4.0,54.0,632.15,1.0
2607,1,1,1,1,1,1,5265.0,30.0,1,802,4.0,4.0,61.0,175.5,1.0
2608,1,1,9,1,1,6,92617.81,444.0,900,876,4.0,4.0,45.981818181818184,208.59867117117116,1.15
2609,1,1,3,1,2,3,29505.6,50.0,1,941,4.0,2.8,48.0,590.112,1.0
2610,1,1,3,2,2,3,160739.6,295.0,47,1519,3.8333333333333335,4.166666666666667,48.666666666666664,544.88,1.5
2611,1,1,2,1,1,2,19100.0,31.0,1,207,4.0,4.0,56.333333333333336,616.1290322580645,1.0
2612,1,1,22,3,5,5,216133.85,49.0,25,1834,3.0,5.5,58.77272727272727,4410.894897959184,1.5
2613,1,1,36,3,4,8,4268466.24,8057.0,1906,0,3.968862275449102,4.0359281437125745,54.00958083832335,529.7835720491498,3.7819444444444446
2614,1,1,4,1,1,1,3025.55,4.0,1,1204,3.0,6.0,62.0,756.3875,1.0
2615,1,1,8,2,2,3,24832.63,510.0,1,575,3.4,4.4,54.8,48.69143137254902,1.0
2616,1,1,13,2,3,4,493135.86,299.0,1668,203,3.9242424242424243,2.272727272727273,59.45454545454545,1649.2838127090301,1.1136363636363635
2617,1,1,19,2,2,10,918174.27,2466.0,1829,71,3.8813559322033897,4.237288135593221,51.16949152542373,372.3334428223844,1.125
2618,1,1,40,2,2,9,598133.53,2594.0,643,1236,3.8125,4.375,48.890625,230.58347340015422,1.2
2619,1,1,2,2,2,2,25079.4,25.0,1086,809,3.6666666666666665,4.666666666666667,56.666666666666664,1003.176,1.0
2620,1,1,60,3,4,13,355167.56,4443.0,1681,0,3.382608695652174,3.4347826086956523,52.88695652173913,79.93868107134819,1.8571428571428572
2621,1,1,6,1,1,1,19577.05,30.0,1,1865,3.0,6.0,62.0,652.5683333333333,1.0
2622,1,1,1,1,1,1,4175.36,1.0,1,1456,3.0,6.0,62.0,4175.36,1.0
2623,1,1,1,1,1,1,2568.16,4.0,1,1542,4.0,4.0,36.5,642.04,1.0
2624,1,1,1,1,1,1,85000.0,1.0,1,1351,3.0,3.0,33.0,85000.0,1.0
2625,1,1,2,1,1,1,4193.5,4.0,1,507,3.0,6.0,62.0,1048.375,1.0
2626,1,1,1,1,1,1,3180.0,2.0,1,1339,4.0,4.0,54.0,1590.0,1.0
2627,1,1,20,1,2,3,480483.02,847.0,675,1218,4.0,3.952,53.76,567.2762927981111,1.3181818181818181
2628,1,1,1,1,1,1,684.65,1.0,1,1333,3.0,6.0,62.0,684.65,1.0
2629,1,1,4,1,1,3,385008.37,3268.0,1533,290,4.0,4.0,57.680851063829785,117.81161872705019,1.0
2630,1,1,1,1,1,1,138074.78,202.0,148,393,4.0,4.0,54.0,683.5385148514852,1.75
2631,1,1,3,1,1,1,18784.4,28.0,1,1557,4.0,4.0,54.0,670.8714285714286,1.0
