ID,"К-во известных юрлиц, шт","К-во филиалов, шт","Товарный ассортимент, шт","К-во групп покупаемых товаров, шт","К-во специализаций покупаемых товаров, шт","Кол-во типов покупаемых товаров, шт","Сумма покупок за все время, руб","Общее к-во покупок за все время, шт",К-во дней сотрудничества,К-во дней с последней покупки,Ранг популярности групп товаров,Ранг популярности спец товаров,Ранг популярности типов товаров,"Средняя стоимость товара, руб",Дней взаимодействия в месяц
813,1,1,24,2,3,11,1296721.21,6172.0,491,1141,3.996913580246914,3.95679012345679,46.98765432098765,210.0974092676604,1.6818181818181819
814,1,1,53,3,6,22,6307560.0200000005,138763.0,1647,8,3.98659793814433,2.660824742268041,47.92371134020618,45.455633129868914,1.8783333333333334
815,1,1,95,3,5,18,633116.54,5940.0,1579,305,3.304147465437788,3.986175115207373,54.16589861751152,106.5852760942761,1.7361111111111114
816,1,1,31,3,3,9,197526.41,765.0,778,1128,3.89419795221843,3.9726962457337884,48.51194539249147,258.20445751633986,2.375
817,1,1,1,1,1,1,51915.18,104.0,480,1414,4.0,4.0,54.0,499.18442307692305,1.1111111111111112
818,1,1,12,2,2,9,28648.64,132.0,319,1485,3.9791666666666665,4.020833333333333,49.0625,217.0351515151515,1.25
820,1,1,2,1,1,1,1781.35,2.0,8,296,3.0,6.0,62.0,890.675,2.0
821,1,1,1,1,1,1,4503.44,4.0,1,25,3.0,6.0,62.0,1125.86,1.0
822,1,1,3,1,2,3,313451.93999999994,3.0,1,1577,3.0,2.3333333333333335,25.666666666666668,104483.97999999998,1.0
824,1,1,6,2,2,2,6685.1,16.0,121,1381,3.3333333333333335,5.333333333333333,61.666666666666664,417.81875,1.0
825,1,1,6,1,1,6,91816.7,363.0,616,1291,4.0,4.0,52.0,252.93856749311294,1.0
826,1,1,2,2,2,2,19815.17,2.0,1,823,3.5,3.0,47.0,9907.585,1.0
827,1,1,55,2,4,9,584266.56,2572.0,1238,654,3.6515151515151514,4.4393939393939394,51.984848484848484,227.16429237947125,1.05
828,1,1,2,1,1,1,18763.91,2.0,56,1458,3.0,6.0,62.0,9381.955,1.0
829,1,1,21,3,3,7,2822641.2,10092.0,1891,7,3.942105263157895,3.931578947368421,51.48947368421052,279.69096313912013,1.5208333333333333
830,1,1,1,1,1,1,13155.14,1.0,1,1647,3.0,4.0,34.0,13155.14,1.0
831,1,1,5,2,2,2,24821.120000000003,6.0,1,1408,3.8,2.4,54.8,4136.8533333333335,1.0
832,1,1,4,1,1,1,4348.61,4.0,43,1187,2.0,1.0,53.0,1087.1525,1.0
833,1,1,117,3,7,27,2766437.26,14495.0,1114,3,3.9173228346456694,3.548031496062992,49.1251968503937,190.8545884787858,2.861111111111111
834,1,1,3,1,1,3,49679.39,66.0,103,220,4.0,4.0,54.0,752.7180303030303,1.0
835,1,1,6,1,2,3,127256.78,443.0,595,1289,4.0,3.9545454545454546,40.80681818181818,287.2613544018059,1.55
836,1,1,3,1,1,1,73412.0,170.0,33,1442,4.0,4.0,54.0,431.83529411764704,1.0
837,1,1,1,1,1,1,8711.63,1.0,1,1843,3.0,4.0,34.0,8711.63,1.0
838,1,1,4,1,4,4,154304.75,5.0,122,1416,3.0,4.5,39.75,30860.95,1.0
839,1,1,7,1,1,5,27693.84,111.0,390,1498,4.0,4.0,40.714285714285715,249.49405405405406,1.1
840,1,1,10,2,2,2,12660.68,13.0,752,1115,2.769230769230769,4.846153846153846,59.92307692307692,973.8984615384616,1.6666666666666667
841,1,1,13,1,1,8,209780.66,576.0,1723,21,4.0,4.0,48.096774193548384,364.20253472222225,1.0
842,1,1,3,1,1,3,2032.8799999999999,7.0,1,1589,4.0,4.0,44.5,290.41142857142853,1.0
843,1,1,5,1,1,4,26840.87,68.0,927,546,4.0,4.0,50.5,394.7186764705882,1.0
844,1,1,9,1,1,6,27797.16,135.0,308,1520,4.0,4.0,49.23076923076923,205.90488888888888,1.0
846,1,1,7,1,1,1,1444.39,16.0,93,1725,3.0,6.0,62.0,90.274375,1.0
847,1,1,2,1,2,2,703440.0,368.0,28,73,4.0,3.0,48.0,1911.5217391304348,1.0
848,1,1,7,2,2,4,2660968.8,7606.0,362,4,3.9655172413793105,3.9655172413793105,54.827586206896555,349.8512753089666,1.3636363636363635
849,1,1,23,2,2,2,23462.68,50.0,263,1617,2.7916666666666665,4.958333333333333,60.125,469.2536,1.5
850,1,1,26,3,4,9,714658.76,2575.0,351,1220,3.9277777777777776,3.477777777777778,50.016666666666666,277.53738252427183,2.5833333333333335
851,1,1,8,1,1,1,49122.8,150.0,1,745,3.0,6.0,62.0,327.48533333333336,1.0
852,1,1,4,1,1,3,75664.56,172.0,637,1220,4.0,4.0,52.18181818181818,439.9102325581395,1.0
853,1,1,9,2,2,2,2514.5299999999997,12.0,1,1142,2.7777777777777777,4.888888888888889,60.0,209.54416666666665,1.0
854,1,1,6,2,3,4,47547.8,56.0,1,1894,3.5,4.5,46.625,849.0678571428572,1.0
855,1,1,7,1,1,4,211981.68,652.0,462,1437,4.0,4.0,44.648648648648646,325.1252760736196,1.1666666666666667
856,1,1,14,1,3,7,92775.83,469.0,1180,718,4.0,3.0,55.625,197.81626865671643,1.2
857,1,1,22,3,3,9,511908.64,1599.0,1365,256,3.4693877551020407,3.7755102040816326,51.142857142857146,320.14298936835525,1.0
858,1,1,11,2,3,4,885384.08,811.0,777,1129,3.9921259842519685,1.6062992125984252,57.06299212598425,1091.718964241677,2.777777777777778
859,1,1,58,3,7,17,14724252.51,53733.0,1891,4,3.9967381174277725,3.630009319664492,46.49906803355079,274.02625034894754,2.8333333333333335
860,1,1,4,1,1,4,21825.98,54.0,1,1612,4.0,4.0,43.714285714285715,404.1848148148148,1.0
861,1,1,3,1,1,2,192267.5,745.0,154,3,4.0,4.0,60.666666666666664,258.0771812080537,1.0
862,1,1,2,1,1,1,860040.0,3.0,20,1206,3.0,3.0,18.0,286680.0,1.5
863,1,1,7,1,1,3,2355265.4,13080.0,805,403,4.0,4.0,58.36507936507937,180.0661620795107,1.4166666666666667
864,1,1,6,1,1,6,48079.22,218.0,1,1810,4.0,4.0,47.0,220.54688073394496,1.0
865,1,1,22,3,3,7,34472.86,105.0,496,3,3.1142857142857143,3.9714285714285715,55.457142857142856,328.31295238095237,1.3333333333333333
866,1,1,46,1,2,18,997290.4,15889.0,1861,44,4.0,2.8177083333333335,46.109375,62.76608974762414,1.3972222222222221
867,1,1,20,1,2,3,105594.46,126.0,124,3,4.0,3.8208955223880596,53.701492537313435,838.0512698412699,3.0
868,1,1,46,3,3,7,196906.14,1202.0,1885,1,3.1030927835051547,4.278350515463917,56.03092783505155,163.81542429284528,1.0833333333333335
869,1,1,3,1,1,1,210620.0,166.0,253,10,4.0,4.0,54.0,1268.7951807228915,1.1111111111111112
870,1,1,1,1,1,1,3500000.0,1.0,1,65,3.0,6.0,62.0,3500000.0,1.0
871,1,1,4,1,1,4,60899.78,191.0,164,1653,4.0,4.0,52.27272727272727,318.8470157068063,1.0
872,1,1,7,1,1,1,8599093.4,9996.0,129,1,4.0,4.0,54.0,860.2534413765507,3.25
873,1,1,6,1,1,6,4911.33,35.0,1,830,4.0,4.0,47.0,140.3237142857143,1.0
874,1,1,1,1,1,1,39045.0,1250.0,22,1834,4.0,4.0,56.0,31.236,2.0
875,1,1,9,1,1,6,352223.68,633.0,404,77,4.0,4.0,45.51428571428571,556.4355134281201,1.1666666666666667
876,1,1,2,2,2,2,18640.0,2.0,1,1024,3.5,3.0,47.0,9320.0,1.0
877,1,1,5,1,2,4,413417.88,896.0,892,1002,4.0,3.951219512195122,48.292682926829265,461.4038839285714,1.0
878,1,2,31,3,6,7,3636109.72,7221.0,1835,59,3.6303030303030304,3.412121212121212,50.93333333333333,503.5465614180862,1.1111111111111112
879,1,1,9,1,2,8,2005851.06,10355.0,505,1401,4.0,3.9135802469135803,46.30864197530864,193.7084558184452,1.7083333333333333
880,1,1,1,1,1,1,30645.0,60.0,1,1893,4.0,4.0,54.0,510.75,1.0
881,1,1,10,2,2,9,168416.27,722.0,186,1715,3.9523809523809526,4.095238095238095,51.5,233.26353185595568,1.6
882,1,1,1,1,1,1,10974.49,225.0,35,591,4.0,4.0,56.0,48.77551111111111,1.0
883,1,1,15,2,2,7,139332.87,945.0,1578,301,3.9272727272727272,4.1454545454545455,50.89090909090909,147.44219047619046,1.125
884,1,1,45,3,5,7,672470.66,1588.0,1850,31,3.6793893129770994,4.038167938931298,56.038167938931295,423.4701889168766,1.1125
885,1,1,70,3,4,9,228591.75,794.0,1565,22,3.5495495495495497,3.7162162162162162,47.9054054054054,287.8989294710328,1.284722222222222
886,1,1,2,1,1,1,4000.24,6.0,1,1610,4.0,4.0,54.0,666.7066666666666,1.0
887,1,1,3,2,2,2,7897.76,3.0,26,304,2.3333333333333335,2.6666666666666665,56.0,2632.5866666666666,2.0
888,1,1,9,2,4,7,342600.30000000005,147.0,1,1723,3.3333333333333335,4.111111111111111,47.111111111111114,2330.614285714286,1.0
889,1,1,55,3,5,11,8894662.01,32036.0,1893,2,3.9160305343511452,4.127226463104326,47.595419847328245,277.6458362467224,1.2152777777777777
890,1,1,4,2,2,3,259960.34,682.0,131,1313,3.6666666666666665,4.666666666666667,49.666666666666664,381.1735190615836,1.0
891,1,1,3,1,2,1,31916.280000000002,20.0,163,219,4.0,3.0,54.0,1595.814,1.0
892,1,1,3,1,1,3,307522.02,492.0,261,43,4.0,4.0,48.04761904761905,625.044756097561,1.25
893,1,1,4,1,1,2,5207.96,18.0,21,1620,4.0,4.0,35.333333333333336,289.3311111111111,2.0
894,1,1,1,1,1,1,1179.25,25.0,1,945,4.0,4.0,56.0,47.17,1.0
895,1,1,33,2,2,13,99780.3,5068.0,382,421,3.990990990990991,2.036036036036036,48.072072072072075,19.68829913180742,1.0
896,1,1,13,1,1,7,22874.65,96.0,626,854,4.0,4.0,50.7,238.2776041666667,1.2857142857142858
897,1,1,10,1,1,5,1200965.65,4073.0,1268,189,4.0,4.0,47.17977528089887,294.8602136017677,1.2083333333333333
898,1,1,61,2,3,4,357287.3,1068.0,1206,681,3.6148148148148147,3.6444444444444444,60.74814814814815,334.538670411985,1.1363636363636365
899,1,1,1,1,1,1,3682.6,20.0,1,995,4.0,4.0,59.0,184.13,1.0
900,1,1,6,1,2,4,557558.24,1724.0,645,18,4.0,3.75,57.84375,323.40965197215775,1.0
901,1,1,13,1,2,9,57546.75,407.0,295,42,4.0,3.25,46.84375,141.39250614250614,1.0
902,1,1,4,2,2,2,9720.41,8.0,26,1124,3.4,5.2,51.8,1215.05125,1.0
903,1,1,24,2,2,8,609117.18,1745.0,1339,29,3.9604519774011298,4.0790960451977405,49.220338983050844,349.0642865329513,1.0
904,1,1,8,1,1,4,338420.33999999997,900.0,458,324,4.0,4.0,44.63387978142077,376.02259999999995,1.9166666666666667
905,1,1,3,1,1,3,12290.51,57.0,1,1887,4.0,4.0,55.75,215.62298245614036,1.0
906,1,1,13,2,2,8,313924.8,865.0,397,322,3.9047619047619047,4.190476190476191,50.26190476190476,362.91884393063583,1.375
907,1,1,1,1,1,1,4613.4,30.0,1,462,4.0,4.0,61.0,153.78,1.0
908,1,1,1,1,1,1,69059.2,200.0,344,1492,4.0,4.0,36.5,345.296,1.0
909,1,1,15,1,1,5,538773.83,914.0,396,11,4.0,4.0,47.35,589.4680853391684,1.25
910,1,1,2,1,1,2,4197.44,17.0,1,653,4.0,4.0,23.0,246.90823529411762,1.0
911,1,1,4,1,1,4,4255.0,12.0,1,235,4.0,4.0,50.166666666666664,354.5833333333333,1.0
912,1,1,2,1,1,1,48231.39,2.0,1,781,3.0,6.0,62.0,24115.695,1.0
913,1,1,4,1,1,3,20224.8,796.0,1,708,4.0,2.0,48.25,25.408040201005026,1.0
914,1,1,84,3,4,11,1022691.75,5076.0,1897,11,3.77035490605428,4.135699373695198,49.50939457202505,201.4759160756501,1.5027777777777775
915,1,1,5,1,1,5,27058.09,101.0,225,1290,4.0,4.0,50.61538461538461,267.9018811881188,1.0
916,1,1,133,3,5,12,26340117.65,23142.0,1908,0,3.8449612403100777,2.6701902748414374,52.241014799154335,1138.1953871748335,6.516666666666667
917,1,1,7,1,2,7,48666.56,272.0,268,1610,4.0,3.789473684210526,46.36842105263158,178.92117647058822,1.0
918,1,1,24,3,4,5,455868.42,398.0,1853,24,3.65,2.35,44.666666666666664,1145.398040201005,1.05
919,1,1,61,3,6,21,1515699.4,48376.0,1664,189,3.993961913608918,2.7180678123548536,50.34370645610775,31.33163965602778,4.944444444444445
920,1,1,4,1,1,3,8993.34,24.0,1,476,4.0,4.0,37.714285714285715,374.7225,1.0
921,1,1,4,1,1,4,5029.32,11.0,1,381,4.0,4.0,48.4,457.21090909090907,1.0
922,1,1,30,2,3,10,4648145.15,16557.0,1665,235,3.9858989424206817,4.023501762632198,47.09988249118684,280.7359515612732,2.129166666666667
923,1,1,19,2,2,8,1304404.38,3345.0,395,1,3.991596638655462,4.016806722689076,48.44117647058823,389.95646636771295,2.9166666666666665
924,1,1,1,1,1,1,25000.0,1.0,1,997,3.0,3.0,33.0,25000.0,1.0
925,1,1,4,2,2,2,3958.49,31.0,48,1648,3.125,5.75,61.875,127.69322580645161,2.0
926,1,1,1,1,1,1,82913.76000000001,110.0,1264,186,4.0,4.0,54.0,753.7614545454546,1.0
927,1,1,4,1,1,2,711942.38,884.0,390,3,4.0,4.0,52.47826086956522,805.3646832579186,1.5
928,1,1,2,1,1,1,765000.0,11.0,39,1394,3.0,3.0,33.0,69545.45454545454,1.0
929,1,1,7,1,1,3,11131.04,17.0,1,284,4.0,4.0,48.0,654.7670588235295,1.0
930,1,1,107,3,7,22,987556.54,5259.0,1871,0,3.9055232558139537,3.761627906976744,47.32412790697674,187.78409203270584,2.908333333333333
931,1,1,50,3,5,17,177392.87,835.0,1297,611,3.465909090909091,3.397727272727273,50.25,212.44655089820358,1.8
932,1,1,20,3,3,9,81792.52,276.0,355,144,3.859375,4.171875,50.328125,296.34971014492754,1.3571428571428572
933,1,1,2,1,2,2,13707.8,28.0,47,1165,4.0,2.5,45.25,489.5642857142857,1.0
934,1,1,5,1,1,5,84974.76,481.0,264,1299,4.0,4.0,49.0,176.6627027027027,1.0
935,1,1,6,1,1,6,76491.67,380.0,213,1598,4.0,4.0,50.0,201.29386842105262,1.0
936,1,1,6,1,1,6,100184.31,308.0,150,555,4.0,4.0,48.75,325.27373376623376,1.5
937,1,1,1,1,1,1,974612.24,1452.0,178,9,4.0,4.0,54.0,671.2205509641873,1.0
938,1,1,29,3,3,6,116656.92,657.0,1391,497,3.310344827586207,5.137931034482759,57.724137931034484,177.56,1.4444444444444444
939,1,1,12,2,2,7,958676.69,4713.0,992,892,3.9849246231155777,4.030150753768845,50.70854271356784,203.4111372798642,1.3472222222222223
940,1,1,10,1,1,1,38651.72,27.0,199,1498,4.0,2.0,60.0,1431.5451851851851,1.0
941,1,1,1,1,1,1,527.46,3.0,1,9,3.0,6.0,62.0,175.82000000000002,1.0
942,1,1,21,1,2,9,2180548.34,6527.0,1273,11,4.0,3.982274741506647,47.18316100443131,334.08125325570705,2.201388888888889
943,1,1,12,1,1,7,1510573.3,5584.0,998,910,4.0,4.0,47.419103313840154,270.51814111747854,3.402777777777778
944,1,1,1,1,1,1,4501.25,125.0,1,1892,4.0,4.0,56.0,36.01,1.0
945,1,1,12,1,1,1,16947.61,77.0,70,1835,3.0,6.0,62.0,220.09883116883117,1.0
946,1,1,2,1,1,1,726080.5700000001,3630.0,1130,22,4.0,4.0,61.0,200.02219559228652,1.2272727272727273
947,1,1,29,2,4,15,260659.85,1029.0,1474,28,3.9896907216494846,3.829896907216495,47.72164948453608,253.31375121477163,1.4027777777777777
948,1,1,1,1,1,1,368.0,2.0,1,576,4.0,4.0,61.0,184.0,1.0
949,1,1,2,1,1,2,11361.47,45.0,1,542,4.0,4.0,54.666666666666664,252.4771111111111,1.0
950,1,1,4,1,1,3,168385.0,229.0,1,322,4.0,4.0,55.166666666666664,735.3056768558952,1.0
951,1,1,404,3,9,21,57342292.5,251799.0,1886,22,3.245699161887958,4.296868107631231,51.52756947507719,227.73042188412185,3.8777777777777778
952,1,1,12,1,1,2,173694.52,302.0,332,1561,4.0,4.0,48.473684210526315,575.147417218543,1.0
953,1,1,2,1,1,2,315800.0,760.0,232,28,4.0,4.0,44.0,415.5263157894737,1.0
954,1,1,2,1,1,2,2982.31,39.0,195,1647,4.0,4.0,58.5,76.46948717948717,1.0
955,1,1,2,1,1,1,10764.42,22.0,19,1781,4.0,4.0,36.5,489.2918181818182,1.0
956,1,1,258,3,7,27,14490673.73,121409.0,1905,3,3.9371594624046495,3.21558300036324,50.53341808935706,119.35419721766921,4.602777777777778
957,1,1,4,2,2,2,2068.3900000000003,4.0,1,1108,2.5,3.5,57.5,517.0975000000001,1.0
958,1,1,3,2,2,2,1667.76,3.0,1,1799,2.3333333333333335,2.6666666666666665,56.0,555.92,1.0
959,1,1,7,1,1,2,116874.08,182.0,1516,112,4.0,4.0,51.61363636363637,642.1652747252747,1.0
960,1,1,2,1,1,2,76066.92,258.0,1,1555,4.0,4.0,56.333333333333336,294.83302325581394,1.0
961,1,1,2,1,2,1,380245.88,470.0,995,910,4.0,3.909090909090909,54.0,809.0337872340425,1.3055555555555556
962,1,1,19,3,3,6,37112.88,70.0,1143,735,3.411764705882353,4.764705882352941,53.88235294117647,530.184,1.2
963,1,1,6,2,3,3,523887.35,116.0,1842,32,3.8095238095238093,2.4761904761904763,50.714285714285715,4516.27025862069,1.0333333333333334
964,1,1,5,1,1,5,2464.67,7.0,1,872,4.0,4.0,44.0,352.0957142857143,1.0
965,1,1,3,1,1,1,11624.720000000001,16.0,1,1779,4.0,4.0,54.0,726.5450000000001,1.0
967,1,1,3,2,2,3,2287.1,10.0,1,711,3.6666666666666665,4.666666666666667,55.666666666666664,228.70999999999998,1.0
968,1,1,52,3,5,19,734262.32,6213.0,1024,871,3.926553672316384,3.3813559322033897,50.26836158192091,118.18160630935135,1.7916666666666667
969,1,1,29,3,3,8,86078.09,380.0,759,1127,3.25,5.0625,59.041666666666664,226.5212894736842,1.4375
970,1,1,5,1,1,1,11477.300000000001,33.0,288,547,3.0,6.0,62.0,347.7969696969697,1.0
971,1,1,2,1,1,1,9884.64,8.0,1,473,3.0,6.0,62.0,1235.58,1.0
972,1,1,1,1,1,1,64698.6,120.0,122,1009,4.0,4.0,36.5,539.155,1.0
973,1,1,1,1,1,1,35400.0,60.0,1,751,4.0,4.0,36.5,590.0,1.0
974,1,1,11,2,2,2,8289.12,25.0,895,459,2.6363636363636362,4.181818181818182,58.72727272727273,331.56480000000005,1.0
975,1,1,7,1,2,2,7884.53,12.0,256,1323,3.0,5.857142857142857,57.42857142857143,657.0441666666667,1.5
976,1,1,21,2,4,6,254865.06,145.0,486,791,3.1724137931034484,5.241379310344827,52.275862068965516,1757.6900689655172,1.5
977,1,1,1,1,1,1,2336.0,1.0,1,1822,3.0,5.0,32.0,2336.0,1.0
978,1,1,9,1,1,1,4198.68,13.0,265,1305,3.0,6.0,62.0,322.97538461538466,1.3333333333333333
979,1,1,5,1,1,1,4279.5599999999995,9.0,362,1372,3.0,6.0,62.0,475.5066666666666,1.0
980,1,1,1,1,1,1,735.69,1.0,1,1187,3.0,6.0,62.0,735.69,1.0
981,1,1,5,2,3,4,10605.26,5.0,734,773,3.4,4.0,50.6,2121.052,1.0
982,1,1,72,3,5,12,3635729.04,13161.0,1857,14,3.7387387387387387,4.126126126126126,48.87987987987988,276.25021198997035,1.2430555555555556
983,1,1,9,1,1,6,88698.43,254.0,168,4,4.0,4.0,51.0,349.2064173228346,2.3333333333333335
984,1,1,2,1,1,1,2985.68,4.0,40,693,4.0,4.0,54.0,746.42,1.0
985,1,1,3,1,1,1,2800.24,3.0,1,1198,2.0,1.0,53.0,933.4133333333333,1.0
986,1,1,7,1,1,5,31426.72,90.0,1,65,4.0,4.0,48.90909090909091,349.1857777777778,1.0
988,1,1,82,3,5,17,1008092.94,4130.0,1883,3,3.625,4.132575757575758,54.859848484848484,244.09030024213072,1.4444444444444444
989,1,1,34,4,6,10,72767.37,219.0,1779,81,2.7567567567567566,4.405405405405405,51.08108108108108,332.27109589041095,1.25
990,1,2,161,3,8,17,18943888.62,56258.0,1854,10,3.8966165413533833,3.856516290726817,48.10087719298246,336.73235131003594,2.702777777777778
991,1,1,12,1,2,9,37284.5,356.0,57,1803,4.0,3.310344827586207,46.62068965517241,104.7317415730337,1.3333333333333333
992,1,1,5,1,1,3,13781.42,35.0,682,1163,4.0,4.0,48.42307692307692,393.75485714285713,1.0
993,1,1,15,3,3,8,19356.22,73.0,68,1831,3.5652173913043477,4.565217391304348,54.608695652173914,265.153698630137,1.0
994,1,1,1,1,1,1,1048302.04,2078.0,16,1633,4.0,4.0,36.5,504.4764388835419,1.5
995,1,1,3,1,1,2,632633.0,1390.0,490,1289,4.0,4.0,39.0,455.131654676259,1.25
996,1,1,1,1,1,1,8783.28,12.0,1,1750,4.0,4.0,54.0,731.94,1.0
997,1,1,1,1,1,1,5120.0,16.0,1,393,4.0,4.0,36.5,320.0,1.0
998,1,1,1,1,1,1,1014.06,1.0,1,287,3.0,6.0,62.0,1014.06,1.0
1000,1,1,2,1,1,1,197545.0,3125.0,689,1211,4.0,4.0,56.0,63.2144,1.0
1001,1,1,7,1,1,7,63785.32,353.0,212,1647,4.0,4.0,46.07692307692308,180.69495750708217,1.0
1002,1,1,1,1,1,1,5977.8,12.0,1,1143,4.0,4.0,54.0,498.15000000000003,1.0
1003,1,1,125,3,5,21,6343067.15,24532.0,1896,11,3.8604224058769514,3.766758494031221,50.426078971533514,258.5629850807109,1.8819444444444446
1004,1,1,11,1,1,7,1003182.64,4766.0,791,1114,4.0,4.0,46.88461538461539,210.48733529164917,1.0
1005,1,1,5,1,1,5,29334.94,146.0,124,1764,4.0,4.0,44.53846153846154,200.92424657534247,1.0
1006,1,1,6,1,1,5,6364.0199999999995,282.0,1,527,4.0,2.0,49.666666666666664,22.56744680851064,1.0
1007,1,1,14,2,3,6,633455.83,1035.0,1365,415,3.9827586206896552,2.6551724137931036,38.6551724137931,612.0346183574878,1.0681818181818181
1008,1,1,13,2,2,6,56735.84,66.0,1726,42,3.8529411764705883,4.294117647058823,54.61764705882353,859.6339393939394,1.0
1009,1,1,5,3,3,3,2787293.84,5351.0,728,543,3.85,3.95,38.6,520.8921397869557,1.3333333333333333
1010,1,1,20,1,2,11,35885.67,1143.0,1,1898,4.0,2.2564102564102564,49.64102564102564,31.39603674540682,1.0
1011,1,1,11,1,1,6,312486.0,696.0,241,71,4.0,4.0,51.18181818181818,448.9741379310345,1.0
1012,1,1,2,1,1,1,68096.28,60.0,170,154,4.0,4.0,54.0,1134.9379999999999,1.0
1013,1,1,2,1,1,2,625200.0,3.0,338,927,3.0,3.0,25.5,208400.0,1.0
1014,1,1,7,2,2,2,12676.380000000001,16.0,31,1792,2.375,2.875,56.375,792.2737500000001,1.0
1015,1,1,1,1,1,1,72344.88,108.0,135,1766,4.0,4.0,54.0,669.86,1.0
1016,1,1,97,3,4,25,804184.86,14182.0,690,1212,3.980225988700565,2.830508474576271,47.73163841807909,56.704615710054995,2.727272727272727
1017,1,1,12,2,2,7,411281.74,1130.0,1816,28,3.9,4.2,49.766666666666666,363.96614159292034,1.0
1018,1,1,2,1,1,1,2699.97,2.0,78,1778,2.0,1.0,53.0,1349.985,1.0
1019,1,1,4,1,1,1,13502.51,4.0,56,1157,3.0,6.0,62.0,3375.6275,1.5
1020,1,1,9,1,1,5,111108.58,304.0,222,1669,4.0,4.0,44.41379310344828,365.48875,1.0
1021,1,1,22,1,2,2,36526.13,68.0,106,1618,3.0,5.925925925925926,59.77777777777778,537.1489705882352,1.0
1022,1,1,4,1,1,1,3049.48,4.0,1,17,2.0,1.0,53.0,762.37,1.0
1023,1,1,1,1,1,1,6934.0,50.0,1,1750,4.0,4.0,61.0,138.68,1.0
1024,1,1,2,1,1,1,36061.86,149.0,35,1850,4.0,4.0,61.0,242.02590604026847,1.5
1025,1,1,1,1,1,1,3900.0,1.0,1,1292,3.0,6.0,62.0,3900.0,1.0
1026,1,1,8,1,1,1,2872.25,13.0,1,1537,3.0,6.0,62.0,220.94230769230768,1.0
1027,1,1,30,2,3,12,857020.0599999999,3884.0,1258,24,3.9842105263157896,3.905263157894737,52.66842105263158,220.65398043254376,1.888888888888889
1028,1,1,4,1,1,3,286492.58,685.0,1506,129,4.0,4.0,54.266666666666666,418.23734306569344,1.0
1029,1,1,3,1,2,2,160472.67,6.0,372,465,3.0,4.5,47.5,26745.445000000003,1.5
1030,1,1,10,1,2,4,293174.5,663.0,516,32,4.0,2.3255813953488373,59.906976744186046,442.19381598793365,1.0
1031,1,1,28,2,4,10,2664597.62,16315.0,715,0,3.949367088607595,3.300632911392405,53.45886075949367,163.3219503524364,2.2916666666666665
1032,1,1,15,2,3,3,98394.42,137.0,1294,391,3.8823529411764706,2.4705882352941178,54.1764705882353,718.2074452554745,1.0
1033,1,1,5,1,1,2,49895.14,56.0,1188,42,4.0,4.0,54.25925925925926,890.9846428571428,1.0714285714285714
1034,1,1,2,1,1,1,3925.2699999999995,5.0,352,1214,3.0,6.0,62.0,785.0539999999999,1.0
1035,1,1,3,1,1,1,174.12,4.0,1,521,3.0,6.0,62.0,43.53,1.0
1036,1,1,182,3,8,26,7555058.28,45438.0,1900,0,3.832596336070752,3.4459886291850914,49.13581806696146,166.27180509705533,2.5194444444444444
1037,1,1,65,3,5,12,298064.12,1156.0,1875,2,3.427480916030534,4.038167938931298,56.732824427480914,257.84093425605533,1.325757575757576
1038,1,1,5,1,1,5,38807.8,108.0,1,101,4.0,4.0,51.0,359.3314814814815,1.0
1039,1,1,13,1,1,1,5644.88,31.0,384,1080,3.0,6.0,62.0,182.09290322580645,1.0
1040,1,1,4,1,1,4,57702.67,131.0,256,1610,4.0,4.0,52.4,440.4783969465649,1.0
1041,1,2,10,2,2,7,364386.16,1592.0,724,400,3.966666666666667,4.066666666666666,48.0,228.88577889447234,1.2
1042,1,1,47,3,5,10,186487.18,1176.0,1212,694,3.088495575221239,4.20353982300885,57.19469026548673,158.57753401360543,2.2142857142857144
1043,1,1,2,1,1,1,42743.71,27.0,72,1442,4.0,2.0,60.0,1583.1003703703702,1.0
1044,1,1,4,1,1,3,16040.03,106.0,121,1555,4.0,4.0,56.875,151.32103773584907,1.3333333333333333
1045,1,1,24,1,2,2,22692.61,39.0,1442,338,3.0,5.903225806451613,57.54838709677419,581.8617948717949,1.3125
1046,1,1,13,2,2,2,9612.12,16.0,917,303,2.3125,2.5625,55.8125,600.7575,1.0
1047,1,1,16,3,5,5,101762.74,80.0,1365,254,3.3333333333333335,2.3333333333333335,53.333333333333336,1272.0342500000002,1.2
1048,1,1,40,3,5,5,755156.3,2034.0,1899,8,3.4603174603174605,4.5,56.88095238095238,371.26661750245825,1.5055555555555555
1049,1,1,15,2,2,5,644150.54,1953.0,1331,143,3.921875,4.15625,55.09375,329.8261853558628,1.0
1050,1,1,2,1,1,1,1999.96,2.0,1,406,2.0,1.0,53.0,999.98,1.0
1051,1,1,8,1,1,7,160173.13999999998,678.0,1,1464,4.0,4.0,48.333333333333336,236.2435693215339,1.0
